id,platform,text,latitude,longitude,timestamp
332,Twitter,Sample post content 332,-69.495727,136.844053,2024-05-20T12:51:50.491006
333,Instagram,Sample post content 333,41.85635,6.483146,2024-09-28T12:51:50.491016
334,Instagram,Sample post content 334,-5.880211,88.792377,2025-01-15T12:51:50.491026
335,Instagram,Sample post content 335,64.209824,-104.320171,2025-02-09T12:51:50.491036
336,Instagram,Sample post content 336,13.188319,-33.38223,2024-08-03T12:51:50.491045
337,Instagram,Sample post content 337,82.360323,-138.190044,2025-02-18T12:51:50.491054
338,Twitter,Sample post content 338,75.750482,8.542148,2025-01-12T12:51:50.491064
339,Twitter,Sample post content 339,23.03051,-27.802429,2024-12-26T12:51:50.491073
340,Twitter,Sample post content 340,-18.72266,77.35168,2024-09-01T12:51:50.491082
341,Instagram,Sample post content 341,31.765397,-140.811955,2024-10-21T12:51:50.491092
342,Twitter,Sample post content 342,-49.181178,-39.730532,2024-12-14T12:51:50.491101
343,Facebook,Sample post content 343,79.296463,73.461236,2024-09-19T12:51:50.491110
344,Facebook,Sample post content 344,82.021012,-147.397438,2025-02-23T12:51:50.491119
345,Facebook,Sample post content 345,16.200692,-24.567394,2024-06-11T12:51:50.491128
346,Instagram,Sample post content 346,75.288514,-14.788203,2024-11-07T12:51:50.491138
347,Instagram,Sample post content 347,35.426,-136.24785,2024-06-21T12:51:50.491147
348,Twitter,Sample post content 348,-9.967186,138.400685,2024-12-23T12:51:50.491157
349,Facebook,Sample post content 349,47.973153,70.272329,2024-12-28T12:51:50.491166
350,Twitter,Sample post content 350,-56.236235,-147.142766,2024-07-23T12:51:50.491175
351,Instagram,Sample post content 351,21.421084,-6.57083,2024-06-03T12:51:50.491185
352,Twitter,Sample post content 352,-48.126384,-122.07458,2025-04-07T12:51:50.491194
353,Instagram,Sample post content 353,-46.083845,-62.753682,2024-05-20T12:51:50.491204
354,Instagram,Sample post content 354,-71.57355,43.122912,2024-08-19T12:51:50.491213
355,Instagram,Sample post content 355,28.843425,-48.108063,2024-08-27T12:51:50.491222
356,Twitter,Sample post content 356,-34.503595,-121.088719,2024-10-28T12:51:50.491231
357,Twitter,Sample post content 357,59.523387,-134.80203,2024-12-15T12:51:50.491241
358,Twitter,Sample post content 358,-4.103619,164.131408,2024-11-06T12:51:50.491250
359,Twitter,Sample post content 359,-43.498419,-79.593388,2024-11-14T12:51:50.491259
360,Instagram,Sample post content 360,-20.943324,37.942252,2024-07-25T12:51:50.491268
361,Twitter,Sample post content 361,-72.067817,-17.369507,2024-06-13T12:51:50.491278
362,Twitter,Sample post content 362,-74.82309,-67.867238,2024-10-29T12:51:50.491287
363,Facebook,Sample post content 363,27.005819,165.096493,2024-11-22T12:51:50.491296
364,Facebook,Sample post content 364,-41.380664,-176.576982,2024-05-04T12:51:50.491306
365,Facebook,Sample post content 365,-33.996445,140.843601,2025-01-16T12:51:50.491316
366,Twitter,Sample post content 366,81.40773,-125.401858,2025-03-03T12:51:50.491325
367,Facebook,Sample post content 367,2.906104,-55.439156,2024-07-08T12:51:50.491334
368,Twitter,Sample post content 368,79.660226,14.151027,2024-07-19T12:51:50.491344
369,Instagram,Sample post content 369,10.633324,-57.850555,2024-06-24T12:51:50.491353
370,Instagram,Sample post content 370,86.356009,-34.539117,2024-09-16T12:51:50.491364
371,Facebook,Sample post content 371,-68.310356,-141.151693,2025-03-25T12:51:50.491373
372,Instagram,Sample post content 372,28.089096,175.437532,2024-07-01T12:51:50.491383
373,Twitter,Sample post content 373,21.324556,42.178085,2024-05-02T12:51:50.491392
374,Facebook,Sample post content 374,-85.891672,18.366259,2024-12-18T12:51:50.491401
375,Instagram,Sample post content 375,-66.214095,-33.132936,2024-09-24T12:51:50.491412
376,Facebook,Sample post content 376,-50.24261,-0.500193,2025-03-19T12:51:50.491429
377,Twitter,Sample post content 377,88.16486,68.838951,2025-01-21T12:51:50.491441
378,Twitter,Sample post content 378,58.746934,-152.632231,2025-02-05T12:51:50.491450
379,Instagram,Sample post content 379,4.055982,-159.490383,2025-01-20T12:51:50.491460
380,Twitter,Sample post content 380,-44.259378,88.616053,2025-01-14T12:51:50.491469
381,Facebook,Sample post content 381,55.169901,-110.939076,2024-07-29T12:51:50.491479
382,Twitter,Sample post content 382,3.800166,170.407357,2025-02-25T12:51:50.491488
383,Facebook,Sample post content 383,-74.676451,-66.1189,2025-03-28T12:51:50.491536
384,Twitter,Sample post content 384,53.197641,141.477766,2024-06-13T12:51:50.491546
385,Facebook,Sample post content 385,-9.166755,-38.117555,2025-04-25T12:51:50.491556
386,Twitter,Sample post content 386,16.397208,87.488411,2024-08-30T12:51:50.491565
387,Twitter,Sample post content 387,-46.498472,108.98857,2024-10-17T12:51:50.491574
388,Twitter,Sample post content 388,-47.110281,-88.730808,2024-12-12T12:51:50.491584
389,Instagram,Sample post content 389,79.335496,-19.985875,2024-10-08T12:51:50.491593
390,Instagram,Sample post content 390,34.299894,-128.957692,2024-11-24T12:51:50.491602
391,Facebook,Sample post content 391,64.754833,-60.580704,2024-07-27T12:51:50.491611
392,Instagram,Sample post content 392,-75.803483,-32.597077,2024-12-10T12:51:50.491621
393,Twitter,Sample post content 393,-83.675637,-5.060605,2025-04-28T12:51:50.491637
394,Instagram,Sample post content 394,50.207112,31.802823,2024-11-02T12:51:50.491653
395,Instagram,Sample post content 395,39.221648,170.868213,2025-03-24T12:51:50.491668
396,Instagram,Sample post content 396,72.83316,-114.294446,2024-10-22T12:51:50.491686
397,Twitter,Sample post content 397,-36.707726,130.511259,2024-06-13T12:51:50.491697
398,Instagram,Sample post content 398,-58.660049,130.699784,2024-05-27T12:51:50.491707
399,Facebook,Sample post content 399,64.307772,-4.450448,2025-02-05T12:51:50.491717
400,Instagram,Sample post content 400,-82.379627,69.302051,2024-04-29T12:51:50.491726
401,Instagram,Sample post content 401,4.382172,-171.926172,2025-02-12T12:51:50.491736
402,Facebook,Sample post content 402,14.444546,-134.303991,2024-11-13T12:51:50.491745
403,Instagram,Sample post content 403,59.403617,-63.386734,2024-10-25T12:51:50.491754
404,Twitter,Sample post content 404,55.633292,-167.080006,2025-04-21T12:51:50.491764
405,Facebook,Sample post content 405,-86.366484,165.754314,2024-05-14T12:51:50.491773
406,Twitter,Sample post content 406,-52.254805,30.984508,2024-09-29T12:51:50.491783
407,Facebook,Sample post content 407,-4.46613,-170.835915,2024-08-23T12:51:50.491792
408,Instagram,Sample post content 408,-6.837232,38.239989,2024-07-28T12:51:50.491803
409,Instagram,Sample post content 409,2.164742,-45.775575,2024-07-16T12:51:50.491819
410,Twitter,Sample post content 410,-67.157701,-32.8356,2024-07-02T12:51:50.491846
411,Facebook,Sample post content 411,-64.308378,63.994874,2024-07-11T12:51:50.491856
412,Twitter,Sample post content 412,-78.927246,-7.307434,2024-11-07T12:51:50.491865
413,Facebook,Sample post content 413,-58.407003,4.216406,2024-10-13T12:51:50.491875
414,Facebook,Sample post content 414,14.642265,-135.856637,2024-07-17T12:51:50.491891
415,Twitter,Sample post content 415,-19.846565,-135.728377,2025-02-27T12:51:50.491909
416,Facebook,Sample post content 416,-82.773166,162.022412,2024-05-27T12:51:50.491919
417,Twitter,Sample post content 417,10.735084,46.668709,2024-08-03T12:51:50.491928
418,Instagram,Sample post content 418,15.820555,113.237114,2024-06-18T12:51:50.491938
419,Instagram,Sample post content 419,-17.974766,74.581466,2024-09-25T12:51:50.491947
420,Facebook,Sample post content 420,-40.257296,33.720877,2024-07-10T12:51:50.491957
421,Facebook,Sample post content 421,-54.982238,136.486492,2024-10-12T12:51:50.491966
422,Facebook,Sample post content 422,6.8704,138.81062,2025-02-18T12:51:50.491975
423,Instagram,Sample post content 423,46.887222,-59.838754,2025-03-21T12:51:50.491985
424,Facebook,Sample post content 424,78.019991,6.256214,2025-02-12T12:51:50.491994
425,Instagram,Sample post content 425,-79.95846,171.929948,2025-02-15T12:51:50.492004
426,Facebook,Sample post content 426,-14.623862,-132.01444,2024-11-06T12:51:50.492085
427,Instagram,Sample post content 427,47.958535,-62.764436,2025-02-22T12:51:50.492096
428,Instagram,Sample post content 428,79.684879,-7.92064,2024-06-26T12:51:50.492107
429,Instagram,Sample post content 429,22.620097,-84.106104,2024-06-14T12:51:50.492116
430,Instagram,Sample post content 430,42.727801,-85.187856,2024-05-05T12:51:50.492125
431,Instagram,Sample post content 431,24.550541,-77.273306,2024-04-29T12:51:50.492135
432,Facebook,Sample post content 432,86.456764,79.604546,2024-12-04T12:51:50.492145
433,Facebook,Sample post content 433,57.479502,-12.838662,2024-09-23T12:51:50.492154
434,Facebook,Sample post content 434,68.009396,-74.862366,2025-02-04T12:51:50.492164
435,Facebook,Sample post content 435,3.860721,14.700367,2024-11-21T12:51:50.492173
436,Twitter,Sample post content 436,-51.159597,-70.889048,2024-07-09T12:51:50.492182
437,Instagram,Sample post content 437,41.242919,112.23548,2024-06-12T12:51:50.492192
438,Twitter,Sample post content 438,-73.219384,-40.957943,2025-03-12T12:51:50.492201
439,Instagram,Sample post content 439,7.449207,39.060206,2024-08-21T12:51:50.492211
440,Instagram,Sample post content 440,-36.609297,168.264207,2025-01-18T12:51:50.492220
441,Instagram,Sample post content 441,75.864103,162.319367,2024-05-08T12:51:50.492229
442,Twitter,Sample post content 442,36.912651,-169.935234,2025-02-10T12:51:50.492239
443,Instagram,Sample post content 443,49.010859,80.408067,2025-03-24T12:51:50.492248
444,Instagram,Sample post content 444,8.105257,-85.355613,2024-12-09T12:51:50.492257
445,Instagram,Sample post content 445,-67.512452,-162.116695,2024-05-21T12:51:50.492267
446,Facebook,Sample post content 446,-25.405116,82.575221,2024-05-03T12:51:50.492276
447,Instagram,Sample post content 447,84.062465,154.606537,2024-06-26T12:51:50.492286
448,Instagram,Sample post content 448,41.40759,-136.51528,2025-03-04T12:51:50.492295
449,Twitter,Sample post content 449,61.693923,131.414205,2024-07-04T12:51:50.492305
450,Twitter,Sample post content 450,-71.826732,135.326326,2025-04-21T12:51:50.492315
451,Facebook,Sample post content 451,43.220939,-177.79054,2025-04-23T12:51:50.492324
452,Instagram,Sample post content 452,84.831372,-82.654345,2025-02-14T12:51:50.492333
453,Facebook,Sample post content 453,-6.373641,56.613214,2025-02-22T12:51:50.492343
454,Twitter,Sample post content 454,-7.69748,-57.319033,2025-04-27T12:51:50.492352
455,Twitter,Sample post content 455,-28.700612,87.683385,2024-10-14T12:51:50.492361
456,Facebook,Sample post content 456,-74.985549,27.611301,2025-01-21T12:51:50.492370
457,Twitter,Sample post content 457,73.447514,-139.645104,2025-01-11T12:51:50.492380
458,Facebook,Sample post content 458,-4.777899,-19.834158,2024-07-02T12:51:50.492389
459,Facebook,Sample post content 459,-13.393167,-112.3163,2024-10-18T12:51:50.492399
460,Facebook,Sample post content 460,42.918894,-166.460743,2025-01-27T12:51:50.492408
461,Instagram,Sample post content 461,-31.209623,38.96851,2024-06-14T12:51:50.492418
462,Facebook,Sample post content 462,76.845333,-52.230136,2024-07-09T12:51:50.492428
463,Facebook,Sample post content 463,-72.26721,-169.739542,2024-06-25T12:51:50.492438
464,Instagram,Sample post content 464,87.689455,-86.893793,2025-03-30T12:51:50.492447
465,Facebook,Sample post content 465,67.958259,-122.546575,2024-11-14T12:51:50.492456
466,Instagram,Sample post content 466,17.982904,-113.466694,2024-07-30T12:51:50.492466
467,Instagram,Sample post content 467,-55.906686,-138.567041,2025-02-25T12:51:50.492475
468,Instagram,Sample post content 468,45.739438,-49.020825,2024-11-27T12:51:50.492491
469,Instagram,Sample post content 469,84.510362,-4.71487,2024-09-15T12:51:50.492505
470,Twitter,Sample post content 470,52.762795,-30.10187,2024-11-10T12:51:50.492515
471,Facebook,Sample post content 471,9.385807,-29.734552,2024-12-23T12:51:50.492524
472,Twitter,Sample post content 472,57.020645,72.131539,2025-04-29T12:51:50.492533
473,Instagram,Sample post content 473,-7.58355,-111.45608,2025-02-08T12:51:50.492543
474,Instagram,Sample post content 474,-79.987664,-59.609159,2025-01-20T12:51:50.492552
475,Twitter,Sample post content 475,68.993983,-47.419354,2024-10-11T12:51:50.492561
476,Twitter,Sample post content 476,-39.79978,41.101519,2025-04-22T12:51:50.492571
477,Instagram,Sample post content 477,15.913315,68.934194,2024-07-15T12:51:50.492580
478,Facebook,Sample post content 478,-88.863508,-8.325986,2024-12-06T12:51:50.492669
479,Facebook,Sample post content 479,49.542576,48.501561,2024-08-08T12:51:50.492693
480,Instagram,Sample post content 480,-41.565882,-132.720818,2025-03-08T12:51:50.492704
481,Twitter,Sample post content 481,-83.980162,121.481955,2024-06-19T12:51:50.492715
482,Facebook,Sample post content 482,74.531081,-125.076327,2024-06-27T12:51:50.492725
483,Facebook,Sample post content 483,-56.8417,134.752833,2024-08-16T12:51:50.492736
484,Facebook,Sample post content 484,-34.439774,21.597601,2024-11-18T12:51:50.492746
485,Twitter,Sample post content 485,20.367062,35.19742,2024-08-05T12:51:50.492756
486,Twitter,Sample post content 486,-6.237167,132.327146,2024-11-24T12:51:50.492767
487,Facebook,Sample post content 487,-76.283582,-51.031961,2024-08-09T12:51:50.492777
488,Twitter,Sample post content 488,32.719673,146.025507,2024-09-07T12:51:50.492787
489,Instagram,Sample post content 489,-53.698939,-113.271372,2024-10-03T12:51:50.492796
490,Twitter,Sample post content 490,75.954651,-86.44087,2024-10-20T12:51:50.492806
491,Facebook,Sample post content 491,21.804728,-95.081806,2024-12-14T12:51:50.492817
492,Instagram,Sample post content 492,-44.043763,93.530379,2025-03-31T12:51:50.492827
493,Twitter,Sample post content 493,50.48889,-1.635642,2025-04-14T12:51:50.492837
494,Instagram,Sample post content 494,21.205624,153.48602,2024-10-21T12:51:50.492846
495,Instagram,Sample post content 495,70.04586,137.851583,2024-12-21T12:51:50.492856
496,Twitter,Sample post content 496,72.840955,-71.434621,2024-08-28T12:51:50.492865
497,Twitter,Sample post content 497,14.02224,149.477129,2024-10-10T12:51:50.492874
498,Instagram,Sample post content 498,-25.616647,132.543732,2024-09-25T12:51:50.492883
499,Instagram,Sample post content 499,-56.347298,35.45981,2024-06-10T12:51:50.492900
500,Instagram,Sample post content 500,-37.112215,-31.631862,2024-09-10T12:51:50.492917
501,Twitter,Sample post content 501,-46.658588,175.276972,2025-03-20T12:51:50.492934
502,Instagram,Sample post content 502,41.748893,86.63305,2024-10-10T12:51:50.492953
503,Facebook,Sample post content 503,9.549039,82.886998,2024-05-17T12:51:50.492963
504,Facebook,Sample post content 504,-17.435028,107.460664,2024-09-01T12:51:50.492973
505,Twitter,Sample post content 505,-5.070129,-109.380683,2025-04-16T12:51:50.492982
506,Instagram,Sample post content 506,50.16378,22.40948,2024-08-07T12:51:50.492992
507,Twitter,Sample post content 507,-56.311772,-127.1721,2024-12-21T12:51:50.493001
508,Twitter,Sample post content 508,-83.120607,-134.974724,2024-08-04T12:51:50.493011
509,Twitter,Sample post content 509,52.924725,-43.576704,2024-11-04T12:51:50.493021
510,Twitter,Sample post content 510,44.45552,110.966126,2025-03-10T12:51:50.493031
511,Twitter,Sample post content 511,-28.573265,-68.476284,2024-08-29T12:51:50.493040
512,Twitter,Sample post content 512,21.878498,145.680865,2025-01-07T12:51:50.493050
513,Instagram,Sample post content 513,71.219448,178.508128,2024-11-26T12:51:50.493059
514,Twitter,Sample post content 514,-43.262548,-174.817759,2024-08-27T12:51:50.493068
515,Instagram,Sample post content 515,89.960531,-120.41171,2024-12-27T12:51:50.493078
516,Facebook,Sample post content 516,-82.809344,156.533447,2024-05-23T12:51:50.493087
517,Twitter,Sample post content 517,76.552793,-56.783069,2024-07-15T12:51:50.493096
518,Twitter,Sample post content 518,-56.957001,79.590699,2024-07-01T12:51:50.493106
519,Twitter,Sample post content 519,27.0257,-98.105901,2025-01-05T12:51:50.493116
520,Facebook,Sample post content 520,-1.819245,-105.314606,2024-08-30T12:51:50.493125
521,Instagram,Sample post content 521,-25.772825,-93.201493,2025-04-28T12:51:50.493134
522,Facebook,Sample post content 522,50.195454,109.745826,2024-09-12T12:51:50.493143
523,Facebook,Sample post content 523,-48.684081,-63.654338,2024-12-30T12:51:50.493153
524,Instagram,Sample post content 524,60.086253,-41.230529,2024-07-02T12:51:50.493164
525,Facebook,Sample post content 525,83.156305,-143.117005,2025-03-18T12:51:50.493180
526,Instagram,Sample post content 526,-32.278744,-158.546197,2025-03-09T12:51:50.493197
527,Instagram,Sample post content 527,87.59054,26.977671,2025-04-07T12:51:50.493211
528,Twitter,Sample post content 528,6.729687,142.556407,2024-08-23T12:51:50.493221
529,Twitter,Sample post content 529,-37.393388,150.807747,2025-04-19T12:51:50.493230
530,Twitter,Sample post content 530,6.41723,147.797978,2024-06-26T12:51:50.493241
531,Facebook,Sample post content 531,-52.956017,-82.37269,2024-06-14T12:51:50.493250
532,Facebook,Sample post content 532,-48.695203,-145.502293,2024-10-09T12:51:50.493260
533,Facebook,Sample post content 533,-77.292745,-91.64924,2025-01-16T12:51:50.493269
534,Facebook,Sample post content 534,-81.106697,66.176494,2024-10-24T12:51:50.493279
535,Instagram,Sample post content 535,-56.461903,-57.517795,2024-12-20T12:51:50.493288
536,Facebook,Sample post content 536,40.616993,123.985517,2025-02-24T12:51:50.493297
537,Facebook,Sample post content 537,2.946054,-116.591561,2024-07-25T12:51:50.493307
538,Instagram,Sample post content 538,74.859464,115.898746,2025-03-21T12:51:50.493316
539,Instagram,Sample post content 539,-68.922567,20.690597,2025-02-03T12:51:50.493325
540,Facebook,Sample post content 540,81.42899,-70.741022,2024-06-25T12:51:50.493339
541,Instagram,Sample post content 541,-81.828018,-20.048481,2024-05-08T12:51:50.493355
542,Facebook,Sample post content 542,-87.818668,5.019692,2025-02-03T12:51:50.493369
543,Facebook,Sample post content 543,-28.488317,-140.883871,2024-11-06T12:51:50.493379
544,Instagram,Sample post content 544,-48.624483,-122.818112,2025-02-04T12:51:50.493388
545,Facebook,Sample post content 545,-17.214589,154.98888,2025-02-21T12:51:50.493398
546,Instagram,Sample post content 546,34.310668,-14.721874,2024-07-18T12:51:50.493408
547,Twitter,Sample post content 547,-32.026035,70.53122,2024-07-21T12:51:50.493417
548,Instagram,Sample post content 548,29.97375,-148.639521,2024-11-04T12:51:50.493426
549,Instagram,Sample post content 549,47.359023,157.166397,2024-05-24T12:51:50.493437
550,Instagram,Sample post content 550,25.29902,177.113714,2024-10-09T12:51:50.493453
551,Facebook,Sample post content 551,-40.528708,1.208966,2024-11-27T12:51:50.493470
552,Instagram,Sample post content 552,-57.717625,-76.205283,2024-10-12T12:51:50.493480
553,Facebook,Sample post content 553,75.856935,95.321742,2024-12-03T12:51:50.493489
554,Facebook,Sample post content 554,-0.371975,166.529453,2024-08-27T12:51:50.493499
555,Facebook,Sample post content 555,21.161294,-45.117646,2024-06-02T12:51:50.493509
556,Facebook,Sample post content 556,21.179885,9.10486,2024-05-04T12:51:50.493518
557,Instagram,Sample post content 557,-58.805713,-143.740545,2024-10-07T12:51:50.493528
558,Twitter,Sample post content 558,80.899152,24.170482,2024-06-24T12:51:50.493538
559,Twitter,Sample post content 559,-18.516218,-45.329692,2024-08-02T12:51:50.493547
560,Twitter,Sample post content 560,-8.082167,-76.507284,2024-06-01T12:51:50.493557
561,Instagram,Sample post content 561,-49.801913,101.970098,2024-05-05T12:51:50.493567
562,Instagram,Sample post content 562,-41.073526,177.293453,2024-10-20T12:51:50.493576
563,Facebook,Sample post content 563,-54.55946,154.10888,2024-09-09T12:51:50.493586
564,Facebook,Sample post content 564,-27.847062,-49.323815,2024-10-20T12:51:50.493595
565,Instagram,Sample post content 565,-44.614682,-130.236843,2025-04-22T12:51:50.493605
566,Facebook,Sample post content 566,-13.545425,-54.256235,2025-03-12T12:51:50.493614
567,Facebook,Sample post content 567,-39.848639,-61.318632,2024-12-13T12:51:50.493624
568,Facebook,Sample post content 568,14.973149,45.835661,2024-12-09T12:51:50.493633
569,Facebook,Sample post content 569,-56.859299,76.10651,2024-07-25T12:51:50.493642
570,Instagram,Sample post content 570,0.463515,110.839799,2024-08-21T12:51:50.493652
571,Instagram,Sample post content 571,30.700574,-144.693898,2024-07-19T12:51:50.493662
572,Twitter,Sample post content 572,-32.410585,87.573761,2024-10-02T12:51:50.493671
573,Facebook,Sample post content 573,-66.877288,-10.064309,2024-09-27T12:51:50.493725
574,Facebook,Sample post content 574,-39.547219,-170.762784,2024-07-27T12:51:50.493735
575,Instagram,Sample post content 575,9.385624,-93.493738,2024-10-20T12:51:50.493745
576,Instagram,Sample post content 576,-58.579061,-166.968686,2025-02-02T12:51:50.493754
577,Instagram,Sample post content 577,-38.638712,-145.295759,2025-01-25T12:51:50.493764
578,Facebook,Sample post content 578,28.207848,-79.392564,2024-07-16T12:51:50.493773
579,Facebook,Sample post content 579,-0.605428,50.828415,2024-08-18T12:51:50.493783
580,Instagram,Sample post content 580,76.573696,88.963115,2024-12-05T12:51:50.493792
581,Twitter,Sample post content 581,-33.493878,-129.381536,2024-07-17T12:51:50.493801
582,Instagram,Sample post content 582,-82.61952,-48.324968,2024-05-19T12:51:50.493811
583,Facebook,Sample post content 583,80.92093,40.851653,2024-06-17T12:51:50.493820
584,Twitter,Sample post content 584,66.084691,-23.953162,2024-12-23T12:51:50.493830
585,Instagram,Sample post content 585,49.235363,26.040966,2024-09-19T12:51:50.493839
586,Facebook,Sample post content 586,2.11752,-27.20311,2025-03-27T12:51:50.493848
587,Instagram,Sample post content 587,60.333489,-31.397709,2024-10-04T12:51:50.493857
588,Twitter,Sample post content 588,-27.149053,-14.820311,2024-09-15T12:51:50.493866
589,Instagram,Sample post content 589,-61.225398,-4.407002,2024-06-30T12:51:50.493876
590,Facebook,Sample post content 590,-32.747302,167.672316,2024-10-15T12:51:50.493886
591,Facebook,Sample post content 591,63.925767,-164.576648,2024-09-04T12:51:50.493895
592,Twitter,Sample post content 592,4.916358,170.545737,2024-07-31T12:51:50.493904
593,Instagram,Sample post content 593,18.291336,8.521821,2024-10-14T12:51:50.493914
594,Twitter,Sample post content 594,-2.427816,38.397477,2025-01-08T12:51:50.493923
595,Twitter,Sample post content 595,56.598683,-129.696007,2025-03-25T12:51:50.493932
596,Twitter,Sample post content 596,48.7923,113.288924,2024-09-04T12:51:50.493942
597,Instagram,Sample post content 597,81.855226,18.191409,2025-04-18T12:51:50.493951
598,Instagram,Sample post content 598,-80.546727,-145.44654,2024-11-12T12:51:50.493960
599,Facebook,Sample post content 599,40.312978,149.631236,2024-08-19T12:51:50.493973
600,Twitter,Sample post content 600,-21.566478,118.362002,2024-09-19T12:51:50.493990
601,Twitter,Sample post content 601,37.832112,-112.861323,2025-04-07T12:51:50.494005
602,Facebook,Sample post content 602,16.326151,23.123143,2024-08-21T12:51:50.494015
603,Instagram,Sample post content 603,47.759407,-27.584432,2025-03-14T12:51:50.494024
604,Facebook,Sample post content 604,-9.092032,172.518539,2024-07-04T12:51:50.494033
605,Instagram,Sample post content 605,-7.245368,-143.268758,2024-12-14T12:51:50.494043
606,Instagram,Sample post content 606,32.004047,97.098011,2024-11-17T12:51:50.494052
607,Instagram,Sample post content 607,-65.582792,-18.944569,2024-11-11T12:51:50.494062
608,Twitter,Sample post content 608,-50.371394,96.637948,2024-12-19T12:51:50.494071
609,Instagram,Sample post content 609,-31.950387,-81.939036,2025-03-06T12:51:50.494080
610,Facebook,Sample post content 610,-20.28047,-0.381735,2024-12-23T12:51:50.494090
611,Twitter,Sample post content 611,42.564755,33.983112,2024-12-27T12:51:50.494099
612,Twitter,Sample post content 612,28.775674,-105.932629,2024-10-06T12:51:50.494108
613,Facebook,Sample post content 613,83.618767,83.444176,2025-02-17T12:51:50.494118
614,Twitter,Sample post content 614,22.270349,7.913916,2024-09-30T12:51:50.494127
615,Instagram,Sample post content 615,85.008982,19.563009,2024-11-03T12:51:50.494136
616,Facebook,Sample post content 616,-20.316355,-60.427546,2024-12-12T12:51:50.494149
617,Instagram,Sample post content 617,79.54249,-132.314718,2025-02-27T12:51:50.494159
618,Facebook,Sample post content 618,3.653627,-4.691554,2024-09-15T12:51:50.494168
619,Twitter,Sample post content 619,-32.846128,-157.633939,2024-11-26T12:51:50.494177
620,Instagram,Sample post content 620,-47.644765,71.215407,2024-06-30T12:51:50.494187
621,Twitter,Sample post content 621,70.259711,-123.653673,2024-07-25T12:51:50.494196
622,Instagram,Sample post content 622,3.655307,-70.301333,2024-07-15T12:51:50.494206
623,Instagram,Sample post content 623,-53.646435,172.92847,2024-10-15T12:51:50.494216
624,Facebook,Sample post content 624,-89.779664,-52.129305,2024-06-08T12:51:50.494225
625,Twitter,Sample post content 625,-26.560723,63.306921,2024-04-29T12:51:50.494239
626,Twitter,Sample post content 626,-3.715103,68.715966,2025-03-21T12:51:50.494255
627,Instagram,Sample post content 627,-42.944272,-172.112991,2024-05-05T12:51:50.494285
628,Facebook,Sample post content 628,-85.598912,168.339852,2024-07-15T12:51:50.494295
629,Instagram,Sample post content 629,-70.820476,122.882095,2025-04-01T12:51:50.494305
630,Instagram,Sample post content 630,-1.660743,28.238489,2024-05-31T12:51:50.494315
631,Instagram,Sample post content 631,11.425345,29.31412,2024-05-04T12:51:50.494324
632,Instagram,Sample post content 632,-37.208748,142.499246,2024-06-15T12:51:50.494333
633,Twitter,Sample post content 633,67.319033,-44.04146,2024-09-20T12:51:50.494342
634,Twitter,Sample post content 634,81.392055,151.668719,2024-05-04T12:51:50.494352
635,Twitter,Sample post content 635,27.547937,-79.15575,2024-06-18T12:51:50.494361
636,Facebook,Sample post content 636,-63.402347,-172.826923,2024-09-14T12:51:50.494370
637,Facebook,Sample post content 637,16.400832,-37.096198,2024-10-14T12:51:50.494380
638,Facebook,Sample post content 638,-31.889353,-113.847483,2024-05-29T12:51:50.494389
639,Instagram,Sample post content 639,-68.654052,-121.361598,2024-08-01T12:51:50.494399
640,Instagram,Sample post content 640,17.670685,-135.514645,2025-02-01T12:51:50.494411
641,Instagram,Sample post content 641,12.00835,19.612258,2024-11-14T12:51:50.494428
642,Twitter,Sample post content 642,-54.147999,-151.774159,2024-10-23T12:51:50.494445
643,Twitter,Sample post content 643,-64.606906,-82.76155,2024-07-14T12:51:50.494455
644,Facebook,Sample post content 644,-3.065862,-158.277254,2025-04-04T12:51:50.494464
645,Twitter,Sample post content 645,-62.35322,-127.943603,2024-11-29T12:51:50.494473
646,Instagram,Sample post content 646,-51.312358,143.108301,2025-04-16T12:51:50.494483
647,Facebook,Sample post content 647,10.990779,-29.021685,2024-12-16T12:51:50.494492
648,Facebook,Sample post content 648,-1.03646,85.193535,2024-10-25T12:51:50.494502
649,Twitter,Sample post content 649,-75.437796,-84.06204,2024-11-11T12:51:50.494514
650,Facebook,Sample post content 650,9.0974,-132.789222,2024-10-01T12:51:50.494531
651,Twitter,Sample post content 651,41.455564,-40.327606,2024-06-10T12:51:50.494546
652,Facebook,Sample post content 652,82.818334,-155.610889,2024-12-26T12:51:50.494556
653,Instagram,Sample post content 653,62.633498,-73.722008,2025-01-13T12:51:50.494565
654,Facebook,Sample post content 654,-30.849479,-0.972175,2024-12-20T12:51:50.494575
655,Instagram,Sample post content 655,-18.645795,-143.812296,2024-06-27T12:51:50.494584
656,Facebook,Sample post content 656,-54.048079,2.731415,2025-03-28T12:51:50.494594
657,Twitter,Sample post content 657,0.683116,142.19951,2025-03-26T12:51:50.494604
658,Facebook,Sample post content 658,81.802135,175.377324,2024-07-29T12:51:50.494614
659,Facebook,Sample post content 659,45.925595,58.924703,2025-04-24T12:51:50.494624
660,Facebook,Sample post content 660,-22.077218,176.567269,2024-12-07T12:51:50.494633
661,Facebook,Sample post content 661,82.238437,-7.066845,2024-05-11T12:51:50.494642
662,Instagram,Sample post content 662,-34.318757,97.894072,2024-12-09T12:51:50.494652
663,Instagram,Sample post content 663,-32.152487,55.275606,2024-08-03T12:51:50.494661
